4.243085880640466030e+02,0.000000000000000000e+00
4.248180494905385558e+02,0.000000000000000000e+00
4.253275109170305655e+02,0.000000000000000000e+00
4.258369723435225751e+02,0.000000000000000000e+00
4.263464337700145848e+02,0.000000000000000000e+00
4.268558951965065944e+02,8.356545961002785974e-03
4.273653566229985472e+02,1.114206128133704739e-02
4.278748180494905569e+02,1.949860724233983336e-02
4.283842794759825665e+02,1.949860724233983336e-02
4.288937409024745193e+02,3.621169916434540531e-02
4.294032023289665290e+02,3.064066852367687901e-02
4.299126637554585386e+02,1.949860724233983336e-02
4.304221251819504914e+02,2.506963788300835619e-02
4.309315866084425011e+02,2.785515320334261760e-02
4.314410480349345107e+02,2.228412256267409478e-02
4.319505094614264635e+02,4.735376044568245096e-02
4.324599708879185300e+02,5.571030640668523520e-02
4.329694323144104828e+02,5.849582172701949662e-02
4.334788937409024925e+02,5.849582172701949662e-02
4.339883551673945021e+02,1.392757660167130880e-02
4.344978165938864549e+02,3.621169916434540531e-02
4.350072780203784646e+02,5.571030640668523520e-02
4.355167394468704742e+02,4.735376044568245096e-02
4.360262008733624270e+02,5.849582172701949662e-02
4.365356622998544367e+02,8.077994428969359486e-02
4.370451237263464463e+02,8.356545961002785627e-02
4.375545851528383992e+02,1.253481894150417775e-01
4.380640465793304656e+02,9.470752089136490193e-02
4.385735080058224185e+02,5.849582172701949662e-02
4.390829694323144281e+02,5.849582172701949662e-02
4.395924308588064378e+02,1.309192200557103003e-01
4.401018922852983906e+02,6.685236768802228779e-02
4.406113537117904002e+02,1.532033426183843916e-01
4.411208151382824099e+02,1.002785515320334248e-01
4.416302765647743627e+02,1.587743732590529144e-01
4.421397379912664292e+02,7.242339832869081062e-02
4.426491994177583820e+02,1.559888579387186669e-01
4.431586608442503348e+02,1.281337047353760528e-01
4.436681222707424013e+02,1.392757660167130984e-01
4.441775836972343541e+02,7.242339832869081062e-02
4.446870451237263637e+02,1.504178272980501441e-01
4.451965065502183734e+02,1.309192200557103003e-01
4.457059679767103262e+02,1.699164345403899601e-01
4.462154294032023358e+02,1.782729805013927582e-01
4.467248908296943455e+02,1.754874651810584829e-01
4.472343522561862983e+02,1.309192200557103003e-01
4.477438136826783648e+02,1.559888579387186669e-01
4.482532751091703176e+02,1.253481894150417775e-01
4.487627365356622704e+02,1.532033426183843916e-01
4.492721979621543369e+02,1.448467966573816212e-01
4.497816593886462897e+02,1.671309192200557125e-01
4.502911208151382993e+02,1.894150417827298039e-01
4.508005822416303090e+02,1.002785515320334248e-01
4.513100436681222618e+02,1.364902506963788231e-01
4.518195050946142715e+02,1.364902506963788231e-01
4.523289665211062811e+02,1.587743732590529144e-01
4.528384279475982339e+02,1.142061281337047318e-01
4.533478893740903004e+02,2.256267409470752161e-01
4.538573508005822532e+02,2.339832869080779865e-01
4.543668122270742060e+02,1.699164345403899601e-01
4.548762736535662725e+02,2.061281337047353723e-01
4.553857350800582253e+02,2.256267409470752161e-01
4.558951965065502350e+02,2.172701949860724180e-01
4.564046579330422446e+02,2.534818941504178302e-01
4.569141193595341974e+02,1.782729805013927582e-01
4.574235807860262071e+02,2.061281337047353723e-01
