3.494177583697234581e+02,0.000000000000000000e+00
3.499272197962154110e+02,0.000000000000000000e+00
3.504366812227074206e+02,8.764241893076249110e-03
3.509461426491994303e+02,8.326029798422436221e-03
3.514556040756914399e+02,4.820333041191936577e-03
3.519650655021833927e+02,8.326029798422436221e-03
3.524745269286754024e+02,6.573181419807186399e-03
3.529839883551674120e+02,1.358457493426818569e-02
3.534934497816593648e+02,2.760736196319018426e-02
3.540029112081513745e+02,5.039439088518843368e-02
3.545123726346433841e+02,2.979842243645924524e-02
3.550218340611353938e+02,2.760736196319018426e-02
3.555312954876273466e+02,3.637160385626643511e-02
3.560407569141193562e+02,6.660823838737948976e-02
3.565502183406113659e+02,4.688869412795793057e-02
3.570596797671033755e+02,7.975460122699386256e-02
3.575691411935953283e+02,5.039439088518843368e-02
3.580786026200873380e+02,5.390008764241892986e-02
3.585880640465793476e+02,7.274320771253287021e-02
3.590975254730713004e+02,5.214723926380367830e-02
3.596069868995633101e+02,9.815950920245399003e-02
3.601164483260553197e+02,5.959684487291849048e-02
3.606259097525473294e+02,8.808063102541630052e-02
3.611353711790392822e+02,7.537248028045573367e-02
3.616448326055312918e+02,9.772129710780017020e-02
3.621542940320233015e+02,6.923751095530236710e-02
3.626637554585153111e+02,7.668711656441717928e-02
3.631732168850072640e+02,1.200701139351446067e-01
3.636826783114992736e+02,1.007887817703768674e-01
3.641921397379912833e+02,1.086765994741454855e-01
3.647016011644832361e+02,1.178790534618755492e-01
3.652110625909752457e+02,1.305872042068361161e-01
3.657205240174672554e+02,9.333917616126205519e-02
3.662299854439592650e+02,1.446099912357581008e-01
3.667394468704512747e+02,1.003505696757230475e-01
3.672489082969432275e+02,1.038562664329535506e-01
3.677583697234352371e+02,1.599474145486415311e-01
3.682678311499272468e+02,8.764241893076249457e-02
3.687772925764191996e+02,1.240140227870289158e-01
3.692867540029112092e+02,1.411042944785275977e-01
3.697962154294032189e+02,1.612620508326029767e-01
3.703056768558951717e+02,1.270815074496056130e-01
3.708151382823871813e+02,1.590709903593339192e-01
3.713245997088791910e+02,1.586327782646801132e-01
3.718340611353712006e+02,1.774758983347940466e-01
3.723435225618632103e+02,1.673970201577563433e-01
3.728529839883551631e+02,2.204206836108676681e-01
3.733624454148471727e+02,1.314636283961437280e-01
3.738719068413391824e+02,1.415425065731814314e-01
3.743813682678311352e+02,2.427695004382121047e-01
3.748908296943231448e+02,2.248028045574057832e-01
3.754002911208151545e+02,2.410166520595968531e-01
3.759097525473071073e+02,1.814198071866783557e-01
3.764192139737991170e+02,1.608238387379491707e-01
3.769286754002911266e+02,1.897458369851007798e-01
3.774381368267831363e+02,2.462751971954426078e-01
3.779475982532751459e+02,1.314636283961437280e-01
